I,J,DL,Z,R,Q(I->J),"E""corr","E""uncorr","E""IJ-E""I-E""J",corr/uncorr,"dDIJ*VIJ,unc",Gsol,"tot,corr"
24,1,N1,0,6.75,0,-461.3280296,-461.3280296,-0.00000145,-0.00000145,0.00000027,0,-0.001
24,2,C1,0,4.34,0,-463.6363367,-461.3276539,-0.00000519,-0.00000157,-0.00000042,0,-0.004
24,3,C1,0,2.19,0,-463.6363008,-461.3275352,0.00006841,0.00014753,-0.00003192,0,0.023
24,4,C1,0,2.09,0,-463.6376614,-461.3286419,-0.00038842,-0.00018761,0.00001244,0,-0.236
24,5,N1,0,6.7,0,-461.3281027,-461.3281027,-0.00000193,-0.00000193,0.00000022,0,-0.001
24,6,C1,0,4.25,0,-463.6355547,-461.327377,-0.00001522,-0.0000103,0.00000067,0,-0.009
24,7,C1,0,1.86,0,-463.6360731,-461.3275988,-0.00053416,-0.00024328,-0.00000491,0,-0.338
24,8,C1,0,1.13,0,-463.6402168,-461.3270588,-0.00358873,0.00109086,-0.00005255,0,-2.285
24,9,N1,0,7.08,0,-461.3281212,-461.3281212,-0.00000072,-0.00000072,0.00000011,0,0
24,10,C1,0,4.7,0,-463.6355291,-461.3273606,-0.00000201,0.00000066,-0.00000007,0,-0.001
24,11,C1,0,2.65,0,-463.6356074,-461.3273718,-0.00007691,-0.00001801,-0.00000292,0,-0.05
24,12,C1,0,1.32,0,-463.6368325,-461.327866,-0.00023954,0.00024443,-0.00002374,0,-0.165
24,13,N1,0,7.78,0,-461.3287361,-461.3287361,0.00000064,0.00000064,0.00000003,0,0
24,14,C1,0,5.69,0,-463.6364567,-461.3277118,0.00000085,0.00000182,0.00000028,0,0.001
24,15,C1,0,3.88,0,-463.6364732,-461.3277117,-0.00001889,-0.00001207,0.00000137,0,-0.011
24,16,C1,0,3.24,0,-463.6369789,-461.3280228,-0.00000422,0.00000848,-0.00000353,0,-0.005
24,17,N1,0,7.23,0,-461.3281254,-461.3281254,-0.00000172,-0.00000172,0.00000045,0,-0.001
24,18,C1,0,4.73,0,-463.6362521,-461.3277387,-0.00001039,-0.00000803,0.00000226,0,-0.005
24,19,C1,0,2.32,0,-463.6363751,-461.3277827,-0.00008749,-0.00000929,0.00000991,0,-0.049
24,20,C1,0,1.18,0,-463.6412558,-461.3283692,-0.00408486,0.00014228,0.00003103,0,-2.544
24,21,N1,0,7.19,0,-461.3281354,-461.3281354,-0.00000114,-0.00000114,0.00000016,0,-0.001
24,22,C1,0,4.66,0,-463.6354372,-461.327403,-0.00000786,-0.00000558,0.00000104,0,-0.004
24,23,C1,0,2.19,0,-463.6356611,-461.3274677,-0.00023124,-0.00007526,0.00001593,0,-0.135
25,1,C1,0,3.47,0,-463.6369639,-461.3280544,-0.00004252,-0.00003036,0.0000042,0,-0.024
25,2,C1,0,4.94,0,-463.6363327,-461.3276427,0.00000358,0.00000543,0.00000075,0,0.003
25,3,N1,0,7.02,0,-461.3276748,-461.3276748,0.0000038,0.0000038,-0.00000022,0,0.002
25,4,N1,0,9.16,0,-461.3284491,-461.3284491,0.00000105,0.00000105,-0.00000011,0,0.001
25,5,C1,0,2.09,0,-463.637007,-461.3282564,-0.00036109,-0.00015982,0.00001011,0,-0.22
25,6,C1,0,3.95,0,-463.6355185,-461.3273316,0.00002561,0.00003102,-0.00000262,0,0.014
25,7,C1,0,6.12,0,-463.635541,-461.3273485,0.00000264,0.00000284,-0.00000009,0,0.002
25,8,N1,0,8.44,0,-461.3281453,-461.3281453,0.0000002,0.0000002,0,0,0
25,9,C1,0,1.13,0,-463.640262,-461.3270442,-0.00360041,0.00107215,-0.00005131,0,-2.291
25,10,C1,0,3.2,0,-463.6355584,-461.3273663,-0.0000266,-0.00000918,-0.00000006,0,-0.017
25,11,C1,0,5.63,0,-463.6355377,-461.3273514,-0.00000244,-0.00000175,0.00000034,0,-0.001
25,12,N1,0,8.08,0,-461.3281069,-461.3281069,-0.00000064,-0.00000064,0.00000009,0,0
25,13,C1,0,1.32,0,-463.63788,-461.3284796,-0.00023212,0.00025295,-0.00001838,0,-0.157
25,14,C1,0,3.36,0,-463.6364972,-461.3277307,-0.00003488,-0.00002124,0.00000633,0,-0.018
25,15,C1,0,5.7,0,-463.6364651,-461.3277007,-0.0000061,-0.00000524,0.00000165,0,-0.003
25,16,N1,0,8.12,0,-461.3280284,-461.3280284,-0.00000132,-0.00000132,0.00000037,0,-0.001
25,17,C1,0,2.99,0,-463.6368994,-461.3281605,-0.0000665,-0.0000409,0.00000289,0,-0.04
25,18,C1,0,4.17,0,-463.6362462,-461.3277215,0.00000023,0.00000506,0.00000097,0,0.001
25,19,C1,0,6.18,0,-463.6362872,-461.3277637,0.00000507,0.00000551,-0.00000026,0,0.003
25,20,N1,0,8.35,0,-461.328506,-461.328506,0.00000128,0.00000128,-0.0000001,0,0.001
25,21,C1,0,1.18,0,-463.640505,-461.3279074,-0.00401995,0.0002227,0.00001319,0,-2.514
25,22,C1,0,3.09,0,-463.6353511,-461.3272825,0.00008296,0.00011075,-0.00000885,0,0.047
25,23,C1,0,5.26,0,-463.6354304,-461.3273833,0.00000416,0.00000501,-0.00000004,0,0.003
25,24,N1,0,7.59,0,-461.3281508,-461.3281508,0.00000013,0.00000013,0.00000002,0,0
26,1,C1,0,3.56,0,-463.6358478,-461.327254,0.00001498,0.00002169,-0.00000419,0,0.007
26,2,C1,0,3.47,0,-463.6353273,-461.3269373,-0.00004959,-0.00003742,0.00000472,0,-0.028
26,3,C1,0,4.94,0,-463.6353135,-461.3269267,0.00000184,0.00000364,0.00000062,0,0.002
26,4,N1,0,7.02,0,-461.3276986,-461.3276986,0.00000327,0.00000327,-0.00000028,0,0.002
26,5,C1,0,2.19,0,-463.6355519,-461.3272338,0.00003544,0.00011455,-0.00002209,0,0.008
26,6,C1,0,2.09,0,-463.6348392,-461.3267633,-0.00035361,-0.00014894,0.00000667,0,-0.218
26,7,C1,0,3.95,0,-463.6344595,-461.326572,0.00002553,0.00003109,-0.00000266,0,0.014
26,8,C1,0,6.12,0,-463.6355715,-461.3273943,0.00000274,0.00000295,-0.00000014,0,0.002
26,9,C1,0,1.86,0,-463.6361393,-461.3276135,-0.00053626,-0.00024541,-0.00000419,0,-0.339
26,10,C1,0,1.13,0,-463.6379241,-461.3253494,-0.00345078,0.00125943,-0.00010227,0,-2.23
26,11,C1,0,3.2,0,-463.6344996,-461.3266062,-0.0000229,-0.00000482,-0.00000087,0,-0.015
26,12,C1,0,5.63,0,-463.6355417,-461.3273599,-0.00000259,-0.0000019,0.0000004,0,-0.001
26,13,C1,0,2.65,0,-463.6366735,-461.3280114,-0.00008422,-0.00002715,-0.00000149,0,-0.054
26,14,C1,0,1.32,0,-463.635633,-461.3267065,-0.00022926,0.00025471,-0.00002723,0,-0.161
26,15,C1,0,3.36,0,-463.635433,-461.3269659,-0.00003251,-0.00001865,0.0000034,0,-0.018
26,16,C1,0,5.7,0,-463.6359263,-461.3272834,-0.00000546,-0.00000459,0.00000105,0,-0.003
26,17,C1,0,3.59,0,-463.6357572,-461.3273468,0.00001713,0.00002446,-0.00000171,0,0.01
26,18,C1,0,2.99,0,-463.6352639,-461.3270293,-0.00007605,-0.00005102,0.00000598,0,-0.044
26,19,C1,0,4.17,0,-463.6352369,-461.3270197,-0.00000312,0.00000128,0.00000097,0,-0.001
26,20,C1,0,6.18,0,-463.6361126,-461.3277542,0.00000448,0.0000048,-0.00000045,0,0.003
26,21,C1,0,2.32,0,-463.6355355,-461.327414,-0.00010904,-0.00003212,0.00000723,0,-0.064
26,22,C1,0,1.18,0,-463.6386251,-461.3266707,-0.00424965,-0.0000257,0.00008044,0,-2.616
26,23,C1,0,3.09,0,-463.6342963,-461.3265339,0.00007977,0.00010616,-0.00000794,0,0.045
26,24,C1,0,5.26,0,-463.6354295,-461.3273975,0.0000043,0.00000514,-0.00000012,0,0.003
26,25,C1,0,2.19,0,-463.635671,-461.327475,-0.00023247,-0.00007649,0.00001654,0,-0.135
27,1,C1,0,5.13,0,-463.635858,-461.3272651,0.00000354,0.00000471,-0.00000076,0,0.002
27,2,C1,0,3.56,0,-463.6352596,-461.3268704,0.00001693,0.00002357,-0.00000501,0,0.007
27,3,C1,0,3.47,0,-463.6353637,-461.3269618,-0.00004962,-0.00003744,0.0000046,0,-0.028
27,4,C1,0,4.94,0,-463.6362143,-461.3276907,0.00000358,0.00000528,0.00000019,0,0.002
27,5,C1,0,4.34,0,-463.635594,-461.3273468,-0.00000789,-0.00000442,0.00000009,0,-0.005
27,6,C1,0,2.19,0,-463.634462,-461.3265069,0.00002239,0.00010151,-0.00001836,0,0.003
27,7,C1,0,2.09,0,-463.6348395,-461.3267482,-0.00035563,-0.00015099,0.00000747,0,-0.218
27,8,C1,0,3.95,0,-463.6355474,-461.3273602,0.00002565,0.00003111,-0.00000269,0,0.014
27,9,C1,0,4.25,0,-463.6356185,-461.3273739,-0.00001664,-0.00001176,0.00000123,0,-0.01
27,10,C1,0,1.86,0,-463.6349989,-461.3268381,-0.00052687,-0.00023513,-0.00000343,0,-0.333
27,11,C1,0,1.13,0,-463.6379319,-461.3253432,-0.00345642,0.00125222,-0.000101,0,-2.232
27,12,C1,0,3.2,0,-463.6355661,-461.3273629,-0.00002824,-0.0000108,0.00000046,0,-0.017
27,13,C1,0,4.7,0,-463.6365887,-461.3279765,-0.00000059,0.00000188,-0.00000028,0,-0.001
27,14,C1,0,2.65,0,-463.6354859,-461.3269821,-0.00008334,-0.00002691,-0.00000224,0,-0.054
27,15,C1,0,1.32,0,-463.6356203,-461.3266785,-0.00022105,0.00026278,-0.00002765,0,-0.156
27,16,C1,0,3.36,0,-463.6359527,-461.3272924,-0.00003303,-0.00001946,0.00000352,0,-0.019
27,17,C1,0,5.46,0,-463.6357734,-461.3273646,-0.00000024,0.00000074,0.0000002,0,0
27,18,C1,0,3.59,0,-463.6351674,-461.3269459,0.00001922,0.00002647,-0.00000225,0,0.011
27,19,C1,0,2.99,0,-463.6353091,-461.3270666,-0.00007659,-0.00005159,0.00000585,0,-0.044
27,20,C1,0,4.17,0,-463.636115,-461.3277478,0.0000008,0.00000526,0.00000007,0,0.001
27,21,C1,0,4.73,0,-463.635435,-461.3273834,-0.00000969,-0.00000744,0.00000107,0,-0.005
27,22,C1,0,2.32,0,-463.6344832,-461.3266709,-0.00010889,-0.00003181,0.00000715,0,-0.064
27,23,C1,0,1.18,0,-463.6386255,-461.3266612,-0.00425068,-0.00002706,0.00008061,0,-2.617
27,24,C1,0,3.09,0,-463.6353489,-461.3272852,0.0000837,0.00011148,-0.00000921,0,0.047
27,25,C1,0,4.66,0,-463.6354453,-461.3273982,-0.00000799,-0.00000571,0.00000109,0,-0.004
27,26,C1,0,2.19,0,-463.6346059,-461.3267155,-0.00022711,-0.00007129,0.00001756,0,-0.131
28,1,N1,0,7.27,0,-461.3280079,-461.3280079,0.00000025,0.00000025,0.00000007,0,0
28,2,C1,0,5.13,0,-463.6363126,-461.3276259,0.00000522,0.0000064,-0.00000096,0,0.003
28,3,C1,0,3.56,0,-463.6363353,-461.327636,0.00002007,0.00002678,-0.00000554,0,0.009
28,4,C1,0,3.47,0,-463.6373013,-461.3284644,-0.0000421,-0.00003007,0.00000253,0,-0.025
28,5,N1,0,6.75,0,-461.3280822,-461.3280822,-0.00000149,-0.00000149,0.00000012,0,-0.001
28,6,C1,0,4.34,0,-463.6355337,-461.3273513,-0.00000807,-0.00000464,-0.00000021,0,-0.005
28,7,C1,0,2.19,0,-463.6354968,-461.3272281,0.00002838,0.00010736,-0.00002182,0,0.004
28,8,C1,0,2.09,0,-463.6369616,-461.3282746,-0.00034723,-0.00014496,0.00000448,0,-0.215
28,9,N1,0,6.7,0,-461.3281024,-461.3281024,-0.00000194,-0.00000194,0.0000002,0,-0.001
28,10,C1,0,4.25,0,-463.6355285,-461.3273515,-0.00001517,-0.00001025,0.0000007,0,-0.009
28,11,C1,0,1.86,0,-463.6360497,-461.3275757,-0.00053294,-0.0002419,-0.0000049,0,-0.338
28,12,C1,0,1.13,0,-463.6401676,-461.3270001,-0.00358846,0.00109033,-0.0000514,0,-2.284
28,13,N1,0,7.08,0,-461.3287164,-461.3287164,0.00000023,0.00000023,0.00000003,0,0
28,14,C1,0,4.7,0,-463.6364426,-461.3276897,0.00000119,0.00000383,0.00000009,0,0.001
28,15,C1,0,2.65,0,-463.6365278,-461.3277091,-0.00008727,-0.00002948,0.0000019,0,-0.054
28,16,C1,0,1.32,0,-463.6371754,-461.3277436,-0.00021448,0.00026757,-0.00003353,0,-0.156
28,17,N1,0,7.73,0,-461.3281042,-461.3281042,-0.00000049,-0.00000049,0.00000028,0,0
28,18,C1,0,5.46,0,-463.6362275,-461.3277092,0.00000043,0.00000144,0.00000065,0,0.001
28,19,C1,0,3.59,0,-463.636253,-461.3277251,0.00002083,0.0000282,-0.00000101,0,0.012
28,20,C1,0,2.99,0,-463.6372228,-461.3285315,-0.00006567,-0.00004008,0.00000355,0,-0.039
28,21,N1,0,7.23,0,-461.3281157,-461.3281157,-0.00000145,-0.00000145,0.00000019,0,-0.001
28,22,C1,0,4.73,0,-463.6354252,-461.3273848,-0.00000967,-0.00000742,0.00000106,0,-0.005
28,23,C1,0,2.32,0,-463.6355243,-461.3274037,-0.00010822,-0.00003128,0.00000697,0,-0.064
28,24,C1,0,1.18,0,-463.6404943,-461.3279131,-0.00402036,0.00022194,0.00001237,0,-2.515
28,25,N1,0,7.19,0,-461.328132,-461.328132,-0.00000116,-0.00000116,0.00000016,0,-0.001
28,26,C1,0,4.66,0,-463.6354282,-461.3273884,-0.00000815,-0.00000587,0.00000117,0,-0.004
28,27,C1,0,2.19,0,-463.6356543,-461.3274562,-0.00023544,-0.00007958,0.00001749,0,-0.137
29,1,C1,0,5.11,0,-463.637638,-461.3284089,-0.00000863,-0.00000715,0.00000023,0,-0.005
29,2,C1,0,6.21,0,-463.6370475,-461.3280286,-0.00000325,-0.00000264,0.00000049,0,-0.002
29,3,N1,0,8,0,-461.3280558,-461.3280558,0.00000055,0.00000055,0.0000002,0,0
29,4,N1,0,10.1,0,-461.3288273,-461.3288273,0.00000058,0.00000058,0.00000008,0,0
29,5,C1,0,3.47,0,-463.6373971,-461.3285055,-0.00004316,-0.00003115,0.00000286,0,-0.025
29,6,C1,0,4.94,0,-463.6362483,-461.3277349,0.00000379,0.00000547,0.00000017,0,0.002
29,7,N1,0,7.02,0,-461.327726,-461.327726,0.00000307,0.00000307,-0.00000019,0,0.002
29,8,N1,0,9.16,0,-461.3285223,-461.3285223,0.00000094,0.00000094,-0.00000006,0,0.001
29,9,C1,0,2.09,0,-463.6377692,-461.3286934,-0.0003996,-0.00019931,0.00001494,0,-0.241
29,10,C1,0,3.95,0,-463.6362135,-461.3277022,0.0000263,0.00003264,-0.00000184,0,0.015
29,11,C1,0,6.12,0,-463.636239,-461.3277228,0.00000425,0.00000463,-0.0000004,0,0.002
29,12,N1,0,8.44,0,-461.3284832,-461.3284832,0.00000082,0.00000082,-0.00000012,0,0
29,13,C1,0,1.13,0,-463.6420728,-461.3281804,-0.00371696,0.0009299,-0.00000659,0,-2.337
29,14,C1,0,3.2,0,-463.6372011,-461.3280995,-0.00003077,-0.00001235,-0.00000268,0,-0.021
29,15,C1,0,5.63,0,-463.6371699,-461.3280754,-0.00000289,-0.00000212,-0.00000081,0,-0.002
29,16,N1,0,8.08,0,-461.3284053,-461.3284053,-0.00000044,-0.00000044,-0.00000029,0,0
29,17,C1,0,4.8,0,-463.6375489,-461.3285033,-0.00000796,-0.00000601,0.00000003,0,-0.005
29,18,C1,0,5.64,0,-463.6369599,-461.3281088,-0.00000548,-0.00000452,0.00000053,0,-0.003
29,19,N1,0,7.26,0,-461.3281464,-461.3281464,0.00000058,0.00000058,0.00000017,0,0
29,20,N1,0,9.3,0,-461.3288843,-461.3288843,0.00000076,0.00000076,0.00000006,0,0.001
29,21,C1,0,2.99,0,-463.6372587,-461.328548,-0.0000657,-0.00004012,0.00000354,0,-0.039
29,22,C1,0,4.17,0,-463.6361413,-461.3277658,0.00000078,0.00000524,0.00000008,0,0.001
29,23,C1,0,6.18,0,-463.6361382,-461.3277613,0.00000442,0.00000475,-0.00000041,0,0.003
29,24,N1,0,8.35,0,-461.3285274,-461.3285274,0.00000127,0.00000127,-0.00000009,0,0.001
29,25,C1,0,1.18,0,-463.6412907,-461.3283831,-0.00408561,0.00014139,0.00003053,0,-2.545
29,26,C1,0,3.09,0,-463.6360568,-461.3276578,0.00008972,0.00011842,-0.00000938,0,0.05
29,27,C1,0,5.26,0,-463.6361374,-461.3277613,0.00000796,0.00000897,-0.00000097,0,0.004
29,28,N1,0,7.59,0,-461.3285075,-461.3285075,0.00000113,0.00000113,-0.00000017,0,0.001
30,1,C1,0,5.17,0,-463.6367181,-461.3276488,0.00000511,0.00000597,-0.00000227,0,0.002
30,2,C1,0,5.11,0,-463.6361484,-461.3272876,-0.00001019,-0.00000872,-0.00000066,0,-0.007
30,3,C1,0,6.21,0,-463.6361806,-461.3273135,-0.00000484,-0.00000419,0.00000048,0,-0.003
30,4,N1,0,8,0,-461.3280804,-461.3280804,0.00000045,0.00000045,0.0000002,0,0
30,5,C1,0,3.56,0,-463.6364259,-461.3276987,0.00002192,0.0000286,-0.00000618,0,0.01
30,6,C1,0,3.47,0,-463.6353945,-461.3270296,-0.00004849,-0.00003627,0.00000411,0,-0.028
30,7,C1,0,4.94,0,-463.6353438,-461.3269786,0.00000172,0.00000352,0.00000067,0,0.002
30,8,N1,0,7.02,0,-461.3277727,-461.3277727,0.00000358,0.00000358,-0.00000011,0,0.002
30,9,C1,0,2.19,0,-463.6363824,-461.3275868,0.00008108,0.00016022,-0.00003429,0,0.029
30,10,C1,0,2.09,0,-463.635751,-461.3272011,-0.00041728,-0.0002133,0.00002328,0,-0.247
30,11,C1,0,3.95,0,-463.6353097,-461.3269463,0.00002743,0.0000341,-0.00000182,0,0.016
30,12,C1,0,6.12,0,-463.6363943,-461.3277313,0.00000532,0.00000574,-0.00000058,0,0.003
30,13,C1,0,1.86,0,-463.6379747,-461.3285995,-0.00052495,-0.00023619,-0.00000256,0,-0.331
30,14,C1,0,1.13,0,-463.6398099,-461.3262266,-0.00354569,0.00111355,-0.00007271,0,-2.271
30,15,C1,0,3.2,0,-463.6362811,-461.3273277,-0.00002013,-0.00000148,-0.00000791,0,-0.018
30,16,C1,0,5.63,0,-463.6367819,-461.3276577,-0.00000064,0.00000014,-0.00000162,0,-0.001
30,17,C1,0,5.19,0,-463.6366281,-461.3277426,0.00000671,0.00000762,-0.00000109,0,0.004
30,18,C1,0,4.8,0,-463.6360575,-461.3273647,-0.0000092,-0.00000737,-0.00000068,0,-0.006
30,19,C1,0,5.64,0,-463.6361017,-461.3274065,-0.00000753,-0.00000659,0.00000056,0,-0.004
30,20,N1,0,7.26,0,-461.3281375,-461.3281375,0.00000055,0.00000055,0.00000017,0,0
30,21,C1,0,3.59,0,-463.6362664,-461.3277329,0.0000206,0.00002797,-0.00000097,0,0.012
30,22,C1,0,2.99,0,-463.6353124,-461.3270755,-0.00007646,-0.00005147,0.00000561,0,-0.044
30,23,C1,0,4.17,0,-463.6352398,-461.3270179,-0.0000033,0.00000111,0.00000097,0,-0.001
30,24,C1,0,6.18,0,-463.6362892,-461.3277761,0.00000509,0.00000553,-0.00000025,0,0.003
30,25,C1,0,2.32,0,-463.6363863,-461.3277866,-0.00008731,-0.00000914,0.00001023,0,-0.048
30,26,C1,0,1.18,0,-463.6396112,-461.3271937,-0.00437077,-0.00016448,0.00009881,0,-2.681
30,27,C1,0,3.09,0,-463.6351459,-461.3269012,0.00009338,0.00012201,-0.0000105,0,0.052
30,28,C1,0,5.26,0,-463.6362708,-461.3277507,0.00000973,0.00001084,-0.00000116,0,0.005
30,29,C1,0,2.19,0,-463.6372132,-461.3282035,-0.00020624,-0.00004832,-0.00000806,0,-0.134
31,1,C1,0,6.35,0,-463.636676,-461.3276034,0.0000055,0.00000579,-0.00000107,0,0.003
31,2,C1,0,5.17,0,-463.63609,-461.3272262,0.00000638,0.0000072,-0.00000298,0,0.002
31,3,C1,0,5.11,0,-463.6361442,-461.3272726,-0.00001017,-0.00000871,-0.00000069,0,-0.007
31,4,C1,0,6.21,0,-463.6370412,-461.3280382,-0.00000342,-0.00000282,0.0000004,0,-0.002
31,5,C1,0,5.13,0,-463.6364,-461.3276746,0.00000607,0.00000724,-0.00000103,0,0.003
31,6,C1,0,3.56,0,-463.635287,-461.326924,0.00001723,0.00002386,-0.00000536,0,0.007
31,7,C1,0,3.47,0,-463.6353525,-461.3269732,-0.00004881,-0.00003659,0.00000424,0,-0.028
31,8,C1,0,4.94,0,-463.6363896,-461.3277255,0.00000336,0.00000522,0.00000071,0,0.003
31,9,C1,0,4.34,0,-463.6364258,-461.327702,-0.00000407,-0.00000045,-0.00000005,0,-0.003
31,10,C1,0,2.19,0,-463.6352309,-461.3268022,0.00006101,0.00014017,-0.00003044,0,0.019
31,11,C1,0,2.09,0,-463.6357161,-461.3271517,-0.00042075,-0.0002168,0.00002417,0,-0.249
31,12,C1,0,3.95,0,-463.6363293,-461.3276565,0.00002852,0.00003506,-0.00000186,0,0.017
31,13,C1,0,4.25,0,-463.6374242,-461.3283292,-0.0000162,-0.00001141,-0.00000021,0,-0.01
31,14,C1,0,1.86,0,-463.6367505,-461.3275338,-0.00052811,-0.00023916,-0.000005,0,-0.335
31,15,C1,0,1.13,0,-463.6397679,-461.3261719,-0.00354876,0.00110881,-0.00007104,0,-2.271
31,16,C1,0,3.2,0,-463.6367593,-461.3276138,-0.0000198,-0.00000151,-0.00000676,0,-0.017
31,17,N1,0,6.62,0,-461.3277011,-461.3277011,0.00000367,0.00000367,-0.0000001,0,0.002
31,18,C1,0,5.19,0,-463.6359985,-461.327303,0.00000797,0.00000884,-0.00000186,0,0.004
31,19,C1,0,4.8,0,-463.6360616,-461.3273618,-0.00000914,-0.00000732,-0.00000071,0,-0.006
31,20,C1,0,5.64,0,-463.6369413,-461.3280971,-0.00000557,-0.0000046,0.00000051,0,-0.003
31,21,C1,0,5.46,0,-463.6362447,-461.3277139,0.00000042,0.00000142,0.00000065,0,0.001
31,22,C1,0,3.59,0,-463.6351745,-461.3269516,0.00001966,0.00002691,-0.00000239,0,0.011
31,23,C1,0,2.99,0,-463.6352706,-461.3270244,-0.00007587,-0.00005085,0.00000571,0,-0.044
31,24,C1,0,4.17,0,-463.6362524,-461.3277312,0.00000009,0.00000492,0.00000095,0,0.001
31,25,C1,0,4.73,0,-463.6362676,-461.32774,-0.00001041,-0.00000806,0.00000234,0,-0.005
31,26,C1,0,2.32,0,-463.6352844,-461.3269912,-0.00008577,-0.00000754,0.00000739,0,-0.049
31,27,C1,0,1.18,0,-463.6395671,-461.3271427,-0.00436966,-0.00016498,0.00009761,0,-2.681
31,28,C1,0,3.09,0,-463.6361435,-461.327591,0.00009527,0.0001251,-0.0000092,0,0.054
31,29,C1,0,4.66,0,-463.6369728,-461.3281149,-0.00000756,-0.0000052,-0.0000014,0,-0.006
31,30,C1,0,2.19,0,-463.636228,-461.3273738,-0.00016883,-0.00001112,-0.00002609,0,-0.122
32,1,N1,0,8.19,0,-461.3279848,-461.3279848,0.00000158,0.00000158,-0.00000007,0,0.001
32,2,C1,0,6.35,0,-463.6366528,-461.3276047,0.00000557,0.00000587,-0.00000103,0,0.003
32,3,C1,0,5.17,0,-463.6366905,-461.3276347,0.00000548,0.00000635,-0.00000225,0,0.002
32,4,C1,0,5.11,0,-463.6376082,-461.3284195,-0.00000843,-0.00000695,-0.00000001,0,-0.005
32,5,N1,0,7.27,0,-461.3280586,-461.3280586,0.00000044,0.00000044,0.00000005,0,0
32,6,C1,0,5.13,0,-463.6358626,-461.3273203,0.00000359,0.00000473,-0.00000098,0,0.002
32,7,C1,0,3.56,0,-463.6358499,-461.3272913,0.00001576,0.00002251,-0.00000486,0,0.007
32,8,C1,0,3.47,0,-463.6369964,-461.3281371,-0.00004147,-0.00002924,0.00000325,0,-0.024
32,9,N1,0,6.75,0,-461.3280801,-461.3280801,-0.00000131,-0.00000131,0.00000033,0,-0.001
32,10,C1,0,4.34,0,-463.6358602,-461.3273223,-0.00000632,-0.00000275,-0.00000043,0,-0.004
32,11,C1,0,2.19,0,-463.6358066,-461.3271822,0.00005072,0.00012987,-0.00002768,0,0.014
32,12,C1,0,2.09,0,-463.6372982,-461.328245,-0.00037846,-0.00017633,0.00001528,0,-0.228
32,13,N1,0,6.7,0,-461.3286966,-461.3286966,-0.00000163,-0.00000163,-0.00000009,0,-0.001
32,14,C1,0,4.25,0,-463.6367975,-461.3276802,-0.00001312,-0.00000838,-0.00000116,0,-0.009
32,15,C1,0,1.86,0,-463.6373163,-461.3279052,-0.00053519,-0.00024727,0.00000173,0,-0.335
32,16,C1,0,1.13,0,-463.6408823,-461.3269323,-0.00358084,0.00105722,-0.00007598,0,-2.295
32,17,N1,0,8.59,0,-461.3280812,-461.3280812,0.00000071,0.00000071,0.00000021,0,0.001
32,18,N1,0,6.62,0,-461.3276852,-461.3276852,0.00000375,0.00000375,-0.00000011,0,0.002
32,19,C1,0,5.19,0,-463.6366074,-461.3277238,0.00000696,0.00000787,-0.00000115,0,0.004
32,20,C1,0,4.8,0,-463.6375056,-461.3284757,-0.00000793,-0.00000598,-0.00000002,0,-0.005
32,21,N1,0,7.73,0,-461.328093,-461.328093,-0.00000049,-0.00000049,0.00000028,0,0
32,22,C1,0,5.46,0,-463.6357563,-461.3273548,-0.00000012,0.00000087,0.00000018,0,0
32,23,C1,0,3.59,0,-463.6357387,-461.3273254,0.00001796,0.00002529,-0.00000193,0,0.01
32,24,C1,0,2.99,0,-463.6368812,-461.3281545,-0.00006677,-0.00004119,0.00000272,0,-0.04
32,25,N1,0,7.23,0,-461.3281109,-461.3281109,-0.00000173,-0.00000173,0.00000046,0,-0.001
32,26,C1,0,4.73,0,-463.6357705,-461.3273684,-0.00000989,-0.00000755,0.00000164,0,-0.005
32,27,C1,0,2.32,0,-463.6358502,-461.3273677,-0.00009079,-0.00001281,0.00000691,0,-0.053
32,28,C1,0,1.18,0,-463.6408926,-461.3279485,-0.00409184,0.0001447,0.00002784,0,-2.55
32,29,N1,0,7.19,0,-461.3284876,-461.3284876,-0.00000071,-0.00000071,-0.00000041,0,-0.001
32,30,C1,0,4.66,0,-463.6366243,-461.3277407,-0.00000321,-0.00000085,-0.00000269,0,-0.004
32,31,C1,0,2.19,0,-463.6367286,-461.3276859,-0.00014924,0.00000843,-0.00002455,0,-0.109
33,1,C1,0,2.99,0,-463.6372845,-461.3280016,-0.0000411,-0.00001522,0.0000008,0,-0.025
33,2,C1,0,4.61,0,-463.6366601,-461.3276098,-0.00000174,0.00000077,-0.00000278,0,-0.003
33,3,N1,0,6.79,0,-461.3276399,-461.3276399,0.00000114,0.00000114,-0.00000131,0,0
33,4,N1,0,9.16,0,-461.3284125,-461.3284125,0.00000012,0.00000012,-0.00000036,0,0
33,5,C1,0,3.25,0,-463.6369661,-461.3280442,0.00000192,0.00001475,-0.00000316,0,-0.001
33,6,C1,0,4.72,0,-463.6358719,-461.3273285,-0.0000057,-0.0000035,-0.00000022,0,-0.004
33,7,N1,0,6.86,0,-461.3273152,-461.3273152,-0.00000145,-0.00000145,0.00000013,0,-0.001
33,8,N1,0,9.21,0,-461.3281086,-461.3281086,-0.00000067,-0.00000067,0.00000017,0,0
33,9,C1,0,4.27,0,-463.6369795,-461.3280718,0.00000421,0.0000069,-0.00000165,0,0.002
33,10,C1,0,5.48,0,-463.6358539,-461.3273186,0.00000003,0.00000094,-0.00000018,0,0
33,11,N1,0,7.4,0,-461.3273125,-461.3273125,-0.00000048,-0.00000048,0.00000006,0,0
