I,J,K,DL,RMIN,RMAX,"E""corr","deltaE""IJK",corr/uncorr,dDIJK*VIJK,Gsol,tot
25,21,9,C1,1.13,1.18,-695.4627162,0.00004026,0.0000583,0.0000058,0,0.029
25,21,13,C1,1.18,1.32,-695.4601407,0.00000112,0.00000273,-0.00000299,0,-0.001
25,21,17,C1,1.18,1.18,-695.4632568,-0.00001278,-0.00000149,0.00000265,0,-0.006
25,22,5,C1,1.86,2.09,-695.4546449,-0.00000047,-0.00000019,0.00000018,0,0
25,22,21,C1,1.18,2.19,-695.4578398,0.00000264,0.00000582,-0.00000648,0,-0.002
26,5,1,C1,1.18,2.19,-695.4582916,0.00000088,0.0000015,-0.0000015,0,0
26,6,1,C1,2.09,2.32,-695.4535847,-0.00000034,-0.00000043,0.00000055,0,0
26,6,2,C1,1.18,2.09,-695.4573516,-0.00000284,-0.00000235,0.00000262,0,0
26,6,5,C1,2.09,2.19,-695.4534622,-0.0000059,-0.00000686,0.00000811,0,0.001
26,7,6,C1,2.09,2.19,-695.452337,0.0000023,0.00000271,-0.00000314,0,-0.001
26,9,5,C1,1.18,1.86,-695.4585289,-0.00000176,-0.00000072,0.00000135,0,0
26,9,6,C1,1.86,2.09,-695.4537166,-0.00000124,-0.00000105,0.00000125,0,0
26,10,5,C1,1.13,2.19,-695.4563911,-0.00000156,-0.00000091,0.00000158,0,0
26,10,6,C1,1.13,1.18,-695.459883,-0.00005923,-0.00000033,0.0000132,0,-0.029
26,10,9,C1,1.13,1.86,-695.4571535,-0.00002085,-0.00001285,0.00001032,0,-0.007
26,11,6,C1,2.09,2.32,-695.4522568,-0.00000031,-0.00000032,0.00000035,0,0
26,11,10,C1,1.13,2.19,-695.4554634,0.00000123,0.00000289,-0.00000342,0,-0.001
26,13,9,C1,1.18,1.86,-695.4597178,-0.00000643,-0.00000347,0.00000406,0,-0.001
26,14,5,C1,1.32,2.19,-695.4539693,-0.00000047,-0.00000046,0.00000059,0,0
26,14,6,C1,1.32,2.09,-695.4533579,0.00000013,0.00000021,-0.00000031,0,0
26,14,9,C1,1.32,1.86,-695.454657,-0.00000015,0.0000002,-0.00000055,0,0
26,14,10,C1,1.13,1.18,-695.460696,0.00004313,0.00006296,0.00000501,0,0.03
26,14,13,C1,1.32,2.19,-695.4553587,-0.00000155,-0.00000174,0.00000187,0,0
26,15,10,C1,1.13,2.32,-695.4562505,-0.00000142,-0.000001,0.00000114,0,0
26,15,14,C1,1.32,2.19,-695.4540581,0.00000139,0.00000166,-0.00000194,0,0
26,17,5,C1,1.32,2.19,-695.4543478,0,0.00000006,-0.0000001,0,0
26,18,6,C1,1.32,2.09,-695.4531547,0.00000012,0.00000018,-0.00000029,0,0
26,21,1,C1,2.09,2.32,-695.4545825,0,-0.00000004,0.00000004,0,0
26,21,5,C1,1.13,2.19,-695.4574979,-0.00000082,-0.00000013,0.00000035,0,0
26,21,6,C1,2.09,2.32,-695.4532115,-0.00000017,-0.00000015,0.00000014,0,0
26,21,9,C1,1.32,1.86,-695.4547226,0.00000028,0.00000067,-0.00000126,0,-0.001
26,21,10,C1,1.13,2.32,-695.4563049,-0.00000131,-0.00000075,0.00000088,0,0
26,21,14,C1,1.32,2.32,-695.4539741,-0.00000024,-0.00000025,0.00000029,0,0
26,21,17,C1,1.18,2.32,-695.4581907,0.00000019,0.00000035,-0.00000033,0,0
26,22,1,C1,1.18,2.19,-695.457227,0.00000205,0.00000274,-0.00000317,0,-0.001
26,22,2,C1,1.18,2.09,-695.4571901,-0.00000348,-0.00000286,0.00000308,0,0
26,22,5,C1,1.18,1.86,-695.4575248,-0.00000278,-0.00000184,0.00000287,0,0
26,22,6,C1,1.13,1.18,-695.4597843,-0.00005841,0.00000084,0.00001171,0,-0.029
26,22,9,C1,1.18,1.86,-695.4576622,-0.00000671,-0.00000389,0.00000471,0,-0.001
26,22,10,C1,1.13,1.18,-695.4595718,0.00004191,0.00006097,0.00000387,0,0.029
26,22,14,C1,1.18,1.32,-695.4570741,0.00000059,0.00000188,-0.00000187,0,-0.001
26,22,17,C1,1.18,2.32,-695.4572845,0.00000005,0.00000006,0.00000005,0,0
26,22,18,C1,1.18,1.18,-695.4610798,-0.00001253,-0.00000146,0.00000268,0,-0.006
26,22,21,C1,1.18,2.19,-695.4572136,-0.00000793,-0.00000767,0.00000862,0,0
26,23,6,C1,1.86,2.09,-695.4524736,-0.00000058,-0.0000003,0.00000031,0,0
26,23,22,C1,1.18,2.19,-695.455954,0.00000451,0.00000793,-0.00000919,0,-0.003
26,25,5,C1,2.09,2.19,-695.4543997,-0.0000057,-0.00000663,0.00000781,0,0.001
26,25,6,C1,2.09,2.19,-695.4532922,0.00000236,0.0000028,-0.00000326,0,-0.001
26,25,9,C1,1.13,1.86,-695.4582381,-0.00001742,-0.00000905,0.00000478,0,-0.008
26,25,10,C1,1.13,2.19,-695.4564297,0.00000198,0.00000411,-0.00000486,0,-0.002
26,25,13,C1,1.32,2.19,-695.4553881,-0.00000137,-0.0000015,0.00000158,0,0
26,25,14,C1,1.32,2.19,-695.454148,0.00000093,0.00000115,-0.00000133,0,0
26,25,21,C1,1.18,2.19,-695.4580456,-0.00000913,-0.00000911,0.00001047,0,0.001
26,25,22,C1,1.18,2.19,-695.4570192,0.00000406,0.0000073,-0.00000845,0,-0.003
27,6,1,C1,2.19,2.32,-695.4532185,0.00000011,0.00000012,-0.00000017,0,0
27,6,2,C1,1.18,2.19,-695.4569043,0.00000072,0.00000131,-0.00000127,0,0
27,6,5,C1,2.19,2.19,-695.4531211,0.00000133,0.00000154,-0.00000181,0,0
27,7,2,C1,2.09,2.32,-695.4529931,-0.00000033,-0.00000042,0.00000053,0,0
27,7,3,C1,1.18,2.09,-695.4573919,-0.00000289,-0.0000024,0.00000268,0,0
27,7,6,C1,2.09,2.19,-695.452349,-0.00000577,-0.00000672,0.00000793,0,0.001
27,8,7,C1,2.09,2.19,-695.4534301,0.00000223,0.00000264,-0.00000305,0,-0.001
27,10,5,C1,1.86,2.32,-695.4535081,-0.00000034,-0.00000038,0.00000045,0,0
27,10,6,C1,1.18,1.86,-695.4565254,-0.00000279,-0.00000192,0.00000293,0,0
27,10,7,C1,1.86,2.09,-695.4525741,-0.00000088,-0.00000066,0.00000076,0,0
27,10,9,C1,1.86,2.19,-695.453688,-0.0000001,-0.00000008,0.00000011,0,0
27,11,6,C1,1.13,2.19,-695.4553142,-0.00000134,-0.00000071,0.00000125,0,0
27,11,7,C1,1.13,1.18,-695.4598936,-0.00005912,-0.00000022,0.00001326,0,-0.029
27,11,10,C1,1.13,1.86,-695.4559932,-0.00002014,-0.00001206,0.00000893,0,-0.007
27,12,7,C1,2.09,2.32,-695.4533244,-0.00000021,-0.00000021,0.00000021,0,0
27,12,11,C1,1.13,2.19,-695.4565488,0.00000136,0.00000322,-0.00000381,0,-0.002
27,14,10,C1,1.18,1.86,-695.4576748,-0.00000681,-0.00000376,0.00000454,0,-0.001
27,15,6,C1,1.32,2.19,-695.4528711,-0.00000036,-0.00000034,0.00000045,0,0
27,15,7,C1,1.32,2.09,-695.4533461,0.00000013,0.0000002,-0.0000003,0,0
27,15,10,C1,1.32,1.86,-695.4535125,0.00000009,0.00000046,-0.00000091,0,-0.001
27,15,11,C1,1.13,1.18,-695.460691,0.0000436,0.00006346,0.0000037,0,0.03
27,15,14,C1,1.32,2.19,-695.4541023,-0.00000137,-0.00000154,0.0000016,0,0
27,16,11,C1,1.13,2.32,-695.4567838,-0.00000128,-0.00000081,0.00000091,0,0
27,16,15,C1,1.32,2.19,-695.4545513,0.00000106,0.00000129,-0.00000148,0,0
27,18,6,C1,1.32,2.19,-695.4526826,-0.0000002,-0.00000017,0.00000022,0,0
27,19,7,C1,1.32,2.09,-695.4532039,0.00000015,0.00000022,-0.00000033,0,0
27,22,1,C1,2.19,2.32,-695.4530986,-0.00000005,-0.00000007,0.00000007,0,0
27,22,2,C1,2.09,2.32,-695.452978,0.00000004,0,-0.00000003,0,0
27,22,5,C1,1.86,2.32,-695.4534237,-0.00000037,-0.00000041,0.00000047,0,0
27,22,6,C1,1.13,2.19,-695.455209,-0.00000109,-0.00000039,0.00000076,0,0
27,22,7,C1,2.09,2.32,-695.4521564,-0.00000025,-0.00000026,0.00000028,0,0
27,22,10,C1,1.32,1.86,-695.4525475,0.00000023,0.00000061,-0.00000113,0,-0.001
27,22,11,C1,1.13,2.32,-695.4552602,-0.00000135,-0.0000009,0.00000104,0,0
27,22,15,C1,1.32,2.32,-695.4529099,-0.00000011,-0.00000012,0.00000014,0,0
27,22,17,C1,2.32,2.32,-695.4531601,-0.0000001,-0.00000013,0.00000017,0,0
27,22,18,C1,1.18,2.32,-695.4568299,0.0000001,0.00000022,-0.00000024,0,0
27,22,21,C1,2.19,2.32,-695.4529641,0.00000022,0.00000024,-0.00000023,0,0
27,23,2,C1,1.18,2.19,-695.4566312,0.00000191,0.00000255,-0.00000293,0,-0.001
27,23,3,C1,1.18,2.09,-695.4572275,-0.00000344,-0.00000281,0.0000031,0,0
27,23,6,C1,1.18,1.86,-695.4564293,-0.00000302,-0.00000218,0.00000326,0,0
27,23,7,C1,1.13,1.18,-695.4597903,-0.00005848,0.00000067,0.00001166,0,-0.029
27,23,10,C1,1.18,1.86,-695.456515,-0.00000618,-0.00000313,0.00000377,0,-0.002
27,23,11,C1,1.13,1.18,-695.4595784,0.00004144,0.00006046,0.00000541,0,0.029
27,23,15,C1,1.18,1.32,-695.4570612,0.00000084,0.00000215,-0.0000022,0,-0.001
27,23,18,C1,1.18,2.32,-695.4566907,0.00000004,0,0.00000008,0,0
27,23,19,C1,1.18,1.18,-695.4611295,-0.00001261,-0.00000148,0.00000285,0,-0.006
27,23,22,C1,1.18,2.19,-695.4561549,-0.00000793,-0.00000781,0.00000871,0,0
27,24,7,C1,1.86,2.09,-695.453535,-0.0000012,-0.00000102,0.00000122,0,0
27,24,23,C1,1.18,2.19,-695.4570129,0.00000403,0.00000725,-0.00000838,0,-0.003
27,26,5,C1,2.19,2.19,-695.4529743,0.00000143,0.00000164,-0.00000194,0,0
27,26,6,C1,2.09,2.19,-695.4522386,-0.00000592,-0.00000688,0.00000815,0,0.001
27,26,7,C1,2.09,2.19,-695.4522286,0.00000241,0.00000283,-0.00000329,0,-0.001
27,26,9,C1,1.86,2.19,-695.4535715,0.00000034,0.0000004,-0.00000052,0,0
27,26,10,C1,1.13,1.86,-695.4558856,-0.00001879,-0.00001052,0.00000683,0,-0.008
27,26,11,C1,1.13,2.19,-695.4553699,0.00000194,0.00000385,-0.00000464,0,-0.002
27,26,14,C1,1.32,2.19,-695.453134,-0.00000173,-0.00000193,0.00000213,0,0
27,26,15,C1,1.32,2.19,-695.4530686,0.00000135,0.0000016,-0.00000189,0,0
27,26,21,C1,2.19,2.32,-695.452961,0.00000014,0.00000013,-0.00000009,0,0
27,26,22,C1,1.18,2.19,-695.4561576,-0.00000768,-0.00000752,0.00000834,0,0
27,26,23,C1,1.18,2.19,-695.4559583,0.00000453,0.00000796,-0.00000923,0,-0.003
27,26,25,C1,2.19,2.19,-695.453097,-0.00000205,-0.00000244,0.00000286,0,0.001
28,7,2,C1,2.19,2.32,-695.4536616,0.00000007,0.00000008,-0.00000013,0,0
28,7,3,C1,1.18,2.19,-695.4579759,0.00000072,0.00000143,-0.00000129,0,0
28,7,6,C1,2.19,2.19,-695.4530296,0.00000134,0.00000155,-0.00000182,0,0
28,8,3,C1,2.09,2.32,-695.4551519,-0.00000037,-0.00000046,0.00000058,0,0
28,8,4,C1,1.18,2.09,-695.4601311,-0.00000243,-0.00000174,0.00000186,0,0
28,8,7,C1,2.09,2.19,-695.4544681,-0.00000568,-0.00000662,0.00000781,0,0.001
28,11,6,C1,1.86,2.32,-695.4534615,-0.00000038,-0.00000042,0.00000049,0,0
28,11,7,C1,1.18,1.86,-695.4575704,-0.00000213,-0.00000113,0.00000196,0,0
28,11,8,C1,1.86,2.09,-695.4547027,-0.00000086,-0.00000065,0.00000076,0,0
28,11,10,C1,1.86,2.19,-695.4535788,0.00000036,0.00000044,-0.00000056,0,0
28,12,7,C1,1.13,2.19,-695.4575426,-0.00000089,-0.00000027,0.00000057,0,0
28,12,8,C1,1.13,1.18,-695.4629783,-0.00005355,0.00000742,0.00000113,0,-0.033
28,12,11,C1,1.13,1.86,-695.4582468,-0.00001859,-0.0000103,0.00000673,0,-0.007
28,15,11,C1,1.18,1.86,-695.4587258,-0.0000072,-0.0000045,0.00000523,0,-0.001
28,16,7,C1,1.32,2.19,-695.4544209,-0.0000001,-0.00000005,0.00000003,0,0
28,16,8,C1,1.32,2.09,-695.4559741,0.00000038,0.00000046,-0.00000063,0,0
28,16,11,C1,1.32,1.86,-695.4550815,0.00000026,0.00000064,-0.00000118,0,-0.001
28,16,12,C1,1.13,1.18,-695.4631818,0.00004314,0.00006146,0.00000317,0,0.029
28,16,15,C1,1.32,2.19,-695.4556432,-0.00000182,-0.00000205,0.00000227,0,0
28,19,7,C1,1.32,2.19,-695.4537643,-0.00000038,-0.00000037,0.00000045,0,0
28,20,8,C1,1.32,2.09,-695.4561942,-0.00000013,-0.00000008,0.00000008,0,0
28,23,2,C1,2.19,2.32,-695.4535437,-0.00000001,-0.00000002,-0.00000001,0,0
28,23,3,C1,2.09,2.32,-695.4540532,-0.00000004,-0.00000009,0.00000006,0,0
28,23,6,C1,1.86,2.32,-695.4533559,-0.00000033,-0.00000037,0.00000043,0,0
28,23,7,C1,1.13,2.19,-695.4562478,-0.00000118,-0.00000048,0.00000089,0,0
28,23,8,C1,2.09,2.32,-695.4542824,-0.00000015,-0.00000014,0.00000013,0,0
28,23,11,C1,1.32,1.86,-695.4535951,0.00000012,0.00000048,-0.00000096,0,-0.001
28,23,12,C1,1.13,2.32,-695.4574971,-0.00000089,-0.00000039,0.00000039,0,0
28,23,16,C1,1.32,2.32,-695.4544651,-0.00000003,-0.00000003,0.00000003,0,0
28,23,18,C1,2.32,2.32,-695.4536085,-0.00000013,-0.00000015,0.0000002,0,0
28,23,19,C1,1.18,2.32,-695.4579183,0,0.00000015,-0.00000012,0,0
28,23,22,C1,2.19,2.32,-695.4529465,0.00000015,0.00000014,-0.00000011,0,0
28,24,3,C1,1.18,2.19,-695.4585284,0.00000277,0.00000351,-0.00000421,0,-0.001
28,24,4,C1,1.18,2.09,-695.4599578,-0.00000386,-0.00000355,0.0000038,0,0
28,24,7,C1,1.18,1.86,-695.4582973,-0.00000221,-0.00000125,0.00000198,0,0
28,24,8,C1,1.13,1.18,-695.4628754,-0.00006093,-0.0000024,0.00001897,0,-0.026
28,24,11,C1,1.18,1.86,-695.4583982,-0.00000742,-0.0000046,0.00000553,0,-0.001
28,24,12,C1,1.13,1.18,-695.4626316,0.00003983,0.00005814,0.00000846,0,0.03
28,24,16,C1,1.18,1.32,-695.4594429,0.00000091,0.00000204,-0.00000217,0,-0.001
28,24,19,C1,1.18,2.32,-695.4586047,-0.00000007,-0.00000007,0.00000032,0,0
28,24,20,C1,1.18,1.18,-695.4635846,-0.0000127,-0.00000245,0.00000331,0,-0.006
28,24,23,C1,1.18,2.19,-695.4580292,-0.00000938,-0.00000939,0.00001084,0,0.001
28,27,6,C1,2.19,2.19,-695.4529342,0.00000138,0.00000159,-0.00000187,0,0
28,27,7,C1,2.09,2.19,-695.4532826,-0.00000595,-0.00000692,0.0000082,0,0.001
28,27,8,C1,2.09,2.19,-695.4543578,0.00000231,0.00000273,-0.00000317,0,-0.001
28,27,10,C1,1.86,2.19,-695.4534796,0.00000003,0.00000006,-0.00000008,0,0
28,27,11,C1,1.13,1.86,-695.4569498,-0.00001942,-0.00001143,0.00000787,0,-0.007
28,27,12,C1,1.13,2.19,-695.4576189,0.0000012,0.00000305,-0.00000361,0,-0.002
28,27,15,C1,1.32,2.19,-695.4541743,-0.00000118,-0.00000134,0.00000141,0,0
28,27,16,C1,1.32,2.19,-695.4546319,0.00000077,0.00000093,-0.00000102,0,0
28,27,22,C1,2.19,2.32,-695.4529581,0.00000021,0.00000022,-0.00000021,0,0
28,27,23,C1,1.18,2.19,-695.4572069,-0.00000767,-0.00000739,0.00000827,0,0
28,27,24,C1,1.18,2.19,-695.4578321,0.00000269,0.00000588,-0.00000655,0,-0.002
28,27,26,C1,2.19,2.19,-695.4530816,-0.00000209,-0.00000249,0.00000292,0,0.001
29,9,5,C1,1.18,2.09,-695.4602392,-0.0000036,-0.00000323,0.00000361,0,0
29,10,9,C1,2.09,2.19,-695.4552838,0.00000162,0.00000197,-0.00000221,0,0
29,13,9,C1,1.13,1.18,-695.4650337,-0.00005971,-0.00000108,0.00001608,0,-0.027
29,14,9,C1,2.09,2.32,-695.4560884,-0.00000014,-0.0000001,0.00000011,0,0
29,14,13,C1,1.13,2.19,-695.4605561,0.00000179,0.00000359,-0.00000437,0,-0.002
29,21,9,C1,1.32,2.09,-695.4563091,0.00000029,0.00000039,-0.00000054,0,0
29,25,5,C1,1.18,2.09,-695.4600948,-0.00000249,-0.00000175,0.00000185,0,0
29,25,9,C1,1.13,1.18,-695.4637549,-0.00005114,0.00000934,-0.00000107,0,-0.033
29,25,13,C1,1.13,1.18,-695.4645993,0.00003979,0.00005703,0.00000493,0,0.028
29,25,21,C1,1.18,1.18,-695.4636256,-0.00001275,-0.00000247,0.0000034,0,-0.006
29,26,9,C1,1.86,2.09,-695.4554064,-0.00000074,-0.00000051,0.00000059,0,0
29,26,25,C1,1.18,2.19,-695.4586215,0.00000198,0.00000505,-0.00000549,0,-0.002
30,9,5,C1,1.18,2.19,-695.4587816,0.00000211,0.00000279,-0.00000324,0,-0.001
30,10,5,C1,2.09,2.32,-695.4542301,-0.00000008,-0.00000012,0.00000011,0,0
30,10,6,C1,1.18,2.09,-695.4573493,-0.00000367,-0.00000311,0.00000348,0,0
30,10,9,C1,2.09,2.19,-695.4543474,-0.00000517,-0.00000603,0.00000701,0,0.001
30,11,10,C1,2.09,2.19,-695.4532398,0.00000149,0.0000018,-0.000002,0,0
30,13,9,C1,1.18,1.86,-695.4603977,-0.00000254,-0.00000179,0.00000273,0,0
30,13,10,C1,1.86,2.09,-695.455599,-0.00000116,-0.00000098,0.00000112,0,0
30,14,9,C1,1.13,2.19,-695.4582164,-0.00000004,0.00000066,-0.00000094,0,-0.001
30,14,10,C1,1.13,1.18,-695.4619407,-0.00005826,-0.00000049,0.00001338,0,-0.028
30,14,13,C1,1.13,1.86,-695.45999,-0.00001526,-0.00000733,0.00000244,0,-0.008
30,15,10,C1,2.09,2.32,-695.4540641,-0.00000036,-0.00000034,0.00000045,0,0
30,15,14,C1,1.13,2.19,-695.458221,0.00000304,0.00000497,-0.00000632,0,-0.002
30,21,9,C1,1.32,2.19,-695.4548363,0.00000005,0.00000012,-0.0000002,0,0
30,22,10,C1,1.32,2.09,-695.453267,0.00000045,0.00000058,-0.00000073,0,0
30,25,5,C1,2.09,2.32,-695.4551232,-0.00000033,-0.00000041,0.00000049,0,0
30,25,9,C1,1.13,2.19,-695.4583198,-0.00000107,-0.00000043,0.00000068,0,0
30,25,10,C1,2.09,2.32,-695.4541136,-0.0000001,-0.00000006,0.00000005,0,0
30,25,13,C1,1.32,1.86,-695.4565429,-0.00000017,0.00000018,-0.00000062,0,-0.001
30,25,14,C1,1.13,2.32,-695.4581813,-0.00000065,-0.00000005,-0.00000002,0,0
30,25,21,C1,1.18,2.32,-695.4586222,-0.00000005,-0.00000005,0.00000028,0,0
30,26,5,C1,1.18,2.19,-695.4579503,0.00000092,0.00000162,-0.00000159,0,0
30,26,6,C1,1.18,2.09,-695.457312,-0.00000308,-0.00000251,0.00000288,0,0
30,26,9,C1,1.18,1.86,-695.4584816,-0.00000213,-0.00000101,0.00000196,0,0
30,26,10,C1,1.13,1.18,-695.4608203,-0.00005777,0.00000079,0.00001085,0,-0.029
30,26,13,C1,1.18,1.86,-695.4596247,-0.00000497,-0.00000206,0.00000237,0,-0.002
30,26,14,C1,1.13,1.18,-695.4615593,0.00004063,0.00005846,0.00000922,0,0.031
30,26,21,C1,1.18,2.32,-695.4579361,0.00000001,0.00000016,-0.00000013,0,0
30,26,22,C1,1.18,1.18,-695.4611355,-0.00001268,-0.00000154,0.00000298,0,-0.006
30,26,25,C1,1.18,2.19,-695.4581846,-0.00000508,-0.00000441,0.00000461,0,0
30,27,10,C1,1.86,2.09,-695.4533744,-0.00000108,-0.00000089,0.00000107,0,0
30,27,26,C1,1.18,2.19,-695.4569313,0.00000242,0.00000558,-0.00000622,0,-0.002
30,29,9,C1,2.09,2.19,-695.4559504,-0.00000561,-0.00000655,0.00000764,0,0.001
30,29,10,C1,2.09,2.19,-695.4548861,0.00000141,0.00000172,-0.00000189,0,0
30,29,13,C1,1.13,1.86,-695.4608742,-0.00001968,-0.00001101,0.000009,0,-0.007
30,29,14,C1,1.13,2.19,-695.4590042,-0.00000073,0.00000056,-0.00000076,0,-0.001
30,29,25,C1,1.18,2.19,-695.4596451,-0.00001039,-0.00001044,0.00001236,0,0.001
30,29,26,C1,1.18,2.19,-695.4586821,0.00000217,0.00000503,-0.00000573,0,-0.002
31,10,5,C1,2.19,2.32,-695.4537258,-0.00000003,-0.00000002,-0.00000001,0,0
31,10,6,C1,1.18,2.19,-695.4567579,0.00000188,0.00000253,-0.00000289,0,-0.001
31,10,9,C1,2.19,2.19,-695.4539059,0.00000146,0.0000017,-0.00000202,0,0
31,11,6,C1,2.09,2.32,-695.4531022,0,-0.00000003,0.00000001,0,0
31,11,7,C1,1.18,2.09,-695.4573156,-0.00000369,-0.00000316,0.00000348,0,0
31,11,10,C1,2.09,2.19,-695.4531745,-0.00000513,-0.00000599,0.00000696,0,0.001
31,12,11,C1,2.09,2.19,-695.4542762,0.00000144,0.00000176,-0.00000194,0,0
31,14,9,C1,1.86,2.32,-695.4552427,-0.00000049,-0.00000052,0.00000066,0,0
31,14,10,C1,1.18,1.86,-695.4583481,-0.00000328,-0.00000258,0.00000381,0,0
31,14,11,C1,1.86,2.09,-695.4543765,-0.00000111,-0.00000094,0.00000107,0,0
31,14,13,C1,1.86,2.19,-695.456407,-0.00000041,-0.00000041,0.00000048,0,0
31,15,10,C1,1.13,2.19,-695.4570723,-0.00000005,0.00000063,-0.00000085,0,-0.001
31,15,11,C1,1.13,1.18,-695.4619047,-0.00005818,-0.00000046,0.00001338,0,-0.028
31,15,14,C1,1.13,1.86,-695.458708,-0.00001478,-0.00000691,0.00000134,0,-0.008
31,16,11,C1,2.09,2.32,-695.4545538,-0.00000029,-0.00000026,0.00000035,0,0
31,16,15,C1,1.13,2.19,-695.4586839,0.00000283,0.00000487,-0.00000599,0,-0.002
31,22,10,C1,1.32,2.19,-695.4526515,-0.00000025,-0.00000022,0.00000028,0,0
31,23,11,C1,1.32,2.09,-695.4532288,0.00000045,0.00000059,-0.00000073,0,0
31,26,5,C1,2.19,2.32,-695.4536403,0.00000004,0.00000005,-0.0000001,0,0
31,26,6,C1,2.09,2.32,-695.4529167,-0.00000031,-0.00000039,0.00000047,0,0
31,26,9,C1,1.86,2.32,-695.4542383,-0.00000051,-0.00000056,0.00000065,0,0
31,26,10,C1,1.13,2.19,-695.455959,-0.00000148,-0.00000079,0.00000131,0,0
31,26,11,C1,2.09,2.32,-695.453015,-0.00000022,-0.0000002,0.00000022,0,0
31,26,14,C1,1.32,1.86,-695.4542557,-0.00000011,0.00000026,-0.0000007,0,-0.001
31,26,15,C1,1.13,2.32,-695.457077,-0.00000084,-0.00000034,0.00000035,0,0
31,26,21,C1,2.32,2.32,-695.4536297,-0.00000014,-0.00000016,0.0000002,0,0
31,26,22,C1,1.18,2.32,-695.4566999,0.00000004,0,0.00000006,0,0
31,26,25,C1,2.19,2.32,-695.4537758,0.00000006,0.00000007,-0.00000003,0,0
31,27,6,C1,1.18,2.19,-695.4568223,0.00000084,0.0000015,-0.00000147,0,0
31,27,7,C1,1.18,2.09,-695.4572696,-0.00000303,-0.00000247,0.00000283,0,0
31,27,10,C1,1.18,1.86,-695.4573186,-0.00000231,-0.00000133,0.0000022,0,0
31,27,11,C1,1.13,1.18,-695.4607888,-0.00005782,0.00000063,0.00001087,0,-0.029
31,27,14,C1,1.18,1.86,-695.4583969,-0.0000046,-0.00000165,0.00000179,0,-0.002
31,27,15,C1,1.13,1.18,-695.4615072,0.00004024,0.00005803,0.00001019,0,0.032
31,27,22,C1,1.18,2.32,-695.4568417,0.00000011,0.00000022,-0.00000024,0,0
31,27,23,C1,1.18,1.18,-695.4610923,-0.00001261,-0.00000153,0.00000283,0,-0.006
31,27,26,C1,1.18,2.19,-695.4570751,-0.00000514,-0.00000466,0.00000468,0,0
31,28,11,C1,1.86,2.09,-695.4543854,-0.00000159,-0.00000148,0.00000175,0,0
31,28,27,C1,1.18,2.19,-695.4579351,0.00000223,0.00000524,-0.00000595,0,-0.002
31,30,9,C1,2.19,2.19,-695.4545622,0.00000179,0.00000204,-0.0000025,0,0
31,30,10,C1,2.09,2.19,-695.4538731,-0.00000557,-0.0000065,0.0000076,0,0.001
31,30,11,C1,2.09,2.19,-695.4539067,0.0000013,0.00000159,-0.00000173,0,0
31,30,13,C1,1.86,2.19,-695.4561683,0.0000002,0.00000023,-0.00000037,0,0
31,30,14,C1,1.13,1.86,-695.4585371,-0.00002156,-0.00001292,0.00001201,0,-0.006
31,30,15,C1,1.13,2.19,-695.4580082,-0.00000082,0.00000038,-0.00000052,0,-0.001
31,30,25,C1,2.19,2.32,-695.4545741,0.00000015,0.00000018,-0.00000011,0,0
31,30,26,C1,1.18,2.19,-695.457884,-0.0000095,-0.00000949,0.00001095,0,0.001
31,30,27,C1,1.18,2.19,-695.4576907,0.00000231,0.00000515,-0.0000059,0,-0.002
31,30,29,C1,2.19,2.19,-695.4554003,-0.00000199,-0.00000238,0.00000263,0,0
32,11,6,C1,2.19,2.32,-695.4532064,-0.00000006,-0.00000006,0.00000006,0,0
32,11,7,C1,1.18,2.19,-695.4573358,0.00000201,0.00000272,-0.00000312,0,-0.001
32,11,10,C1,2.19,2.19,-695.4533257,0.00000145,0.00000167,-0.00000198,0,0
32,12,7,C1,2.09,2.32,-695.4546849,-0.00000003,-0.00000007,0.00000009,0,0
32,12,8,C1,1.18,2.09,-695.4597524,-0.00000276,-0.00000198,0.00000225,0,0
32,12,11,C1,2.09,2.19,-695.4547804,-0.00000529,-0.00000619,0.00000723,0,0.001
32,15,10,C1,1.86,2.32,-695.4546884,-0.00000045,-0.00000048,0.00000059,0,0
32,15,11,C1,1.18,1.86,-695.4589261,-0.00000259,-0.00000176,0.00000272,0,0
32,15,12,C1,1.86,2.09,-695.4559609,-0.00000087,-0.00000068,0.00000073,0,0
32,15,14,C1,1.86,2.19,-695.4557268,-0.0000001,-0.00000004,0.00000004,0,0
32,16,11,C1,1.13,2.19,-695.4582054,-0.00000035,0.00000028,-0.0000003,0,0
32,16,12,C1,1.13,1.18,-695.4637757,-0.00005391,0.00000596,0.00000448,0,-0.031
32,16,15,C1,1.13,1.86,-695.4598115,-0.00001531,-0.00000738,0.00000236,0,-0.008
32,23,11,C1,1.32,2.19,-695.4532262,-0.00000031,-0.0000003,0.00000037,0,0
32,24,12,C1,1.32,2.09,-695.4558481,0.00000029,0.00000041,-0.00000044,0,0
32,27,6,C1,2.19,2.32,-695.4531197,0.00000009,0.00000009,-0.00000015,0,0
32,27,7,C1,2.09,2.32,-695.4534854,-0.0000003,-0.00000038,0.00000047,0,0
32,27,10,C1,1.86,2.32,-695.4536671,-0.00000043,-0.00000048,0.00000057,0,0
32,27,11,C1,1.13,2.19,-695.4565441,-0.00000147,-0.0000008,0.00000133,0,0
32,27,12,C1,2.09,2.32,-695.4546062,-0.00000017,-0.00000015,0.00000015,0,0
